transaction_id,amount_eur,merchant_country,issuer_country,cross_border,device_type,browser_type,merchant_category,card_scheme,returning_user,tokenized,passkey_available,exemption_possible,previous_soft_decline,previous_challenge_success,failed_auth_attempts_30d,issuer_behavior,risk_score_label,friction_score_label,approved,abandoned,fraud_flag,device_type_encoded,browser_type_encoded,merchant_category_encoded,card_scheme_encoded,issuer_behavior_encoded,risk_proxy,friction_proxy,pred_approval_proba,pred_abandon_proba,pred_fraud_proba,recommended_strategy,decision_reason,strategy_cost_score,business_value_score
TX_0001092,20.71,IT,NL,1,desktop,chrome,retail,visa,1,1,1,0,0,1,0,neutral,19.0,8.0,1,0,0,1,0,3,0,1,2,0,77.76,4.59,33.72,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,25.1
TX_0001093,1.5,BE,UK,1,mobile,app_webview,travel,visa,0,0,1,0,0,0,0,neutral,37.0,26.0,0,0,1,0,4,2,0,1,6,7,41.28,51.79,61.82,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-8.54
TX_0001094,49.17,UK,FR,1,desktop,safari,retail,visa,1,0,0,1,0,0,0,neutral,23.0,8.0,1,0,0,1,1,3,0,1,4,1,50.25,38.1,48.45,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.1
TX_0001095,127.72,BE,NL,1,mobile,edge,retail,mc,0,0,0,0,0,1,0,neutral,28.0,18.0,1,0,0,0,3,3,1,1,6,5,45.73,55.46,50.95,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-8.98
TX_0001096,111.24,ES,DE,1,desktop,safari,saas,visa,1,1,1,0,0,1,0,neutral,19.0,8.0,1,0,0,1,1,1,0,1,2,0,74.67,5.16,34.16,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,23.48
TX_0001097,25.79,FR,UK,1,mobile,app_webview,saas,mc,1,0,0,0,0,0,2,friendly,34.2,21.0,1,0,1,0,4,1,1,0,10,6,63.23,30.57,57.34,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,3.84
TX_0001098,170.11,BE,IT,1,mobile,firefox,marketplace,mc,1,0,0,1,0,0,0,friendly,29.2,16.0,1,1,0,0,2,0,1,0,4,3,52.19,51.36,47.16,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.29
TX_0001099,173.51,FR,ES,1,mobile,chrome,marketplace,visa,0,0,1,1,0,0,1,friendly,34.2,21.0,1,0,0,0,0,0,0,0,9,4,51.71,40.34,62.42,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-1.1
TX_0001100,41.94,DE,FR,1,desktop,chrome,retail,visa,1,1,0,1,0,0,0,friendly,17.2,8.0,1,0,0,1,0,3,0,0,2,1,67.81,27.47,36.63,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.32
TX_0001101,21.75,BE,BE,0,desktop,chrome,retail,mc,0,1,0,0,0,0,1,strict,19.8,21.0,1,0,0,1,0,3,1,2,5,3,70.94,29.5,38.49,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.85
TX_0001102,115.06,BE,DE,1,desktop,chrome,retail,amex,0,0,0,1,0,0,1,friendly,26.2,13.0,1,0,0,1,0,3,2,0,9,3,54.98,31.04,49.37,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.61
TX_0001103,38.49,NL,UK,1,mobile,edge,retail,visa,1,0,1,0,0,0,0,neutral,23.0,13.0,1,0,0,0,3,3,0,1,4,2,62.7,31.13,52.1,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.51
TX_0001104,87.46,NL,BE,1,tablet,edge,retail,mc,0,1,0,0,0,0,0,neutral,24.0,13.0,1,0,0,2,3,3,1,1,4,3,61.46,42.98,40.71,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,3.27
TX_0001105,112.4,ES,DE,1,desktop,chrome,retail,visa,0,1,0,0,0,0,0,neutral,24.0,13.0,0,0,0,1,0,3,0,1,4,3,50.69,44.88,45.83,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.08
TX_0001106,1.5,DE,DE,0,mobile,chrome,saas,mc,1,0,1,1,0,1,1,neutral,17.0,13.0,0,0,1,0,0,1,1,1,5,2,50.55,39.96,49.11,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.56
TX_0001107,26.34,ES,NL,1,mobile,firefox,retail,mc,0,0,0,1,1,0,1,neutral,28.0,18.0,1,0,0,0,2,3,1,1,13,5,37.52,30.17,55.49,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-6.26
TX_0001108,141.85,BE,FR,1,mobile,safari,subscriptions,visa,1,0,0,1,0,0,1,neutral,23.0,13.0,1,1,1,0,1,4,0,1,7,3,55.28,52.82,51.33,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.09
TX_0001109,208.37,BE,NL,1,mobile,chrome,marketplace,visa,1,0,0,0,0,0,0,strict,32.8,24.0,1,0,1,0,0,0,0,2,4,3,48.16,29.11,54.85,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.08
TX_0001110,93.57,NL,FR,1,desktop,safari,marketplace,visa,1,1,0,1,0,0,4,friendly,26.2,8.0,1,0,0,1,1,0,0,0,14,1,74.97,21.83,28.37,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,20.6
TX_0001111,179.25,IT,UK,1,desktop,firefox,saas,visa,1,1,0,1,0,0,0,neutral,27.0,11.0,0,1,0,1,2,1,0,1,2,1,57.39,43.25,43.05,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.9
TX_0001112,84.37,NL,NL,0,tablet,firefox,retail,mc,1,0,1,0,0,0,1,neutral,17.0,8.0,1,0,0,2,2,3,1,1,5,0,79.88,4.5,22.84,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,28.25
TX_0001113,65.61,ES,UK,1,mobile,edge,retail,visa,1,0,1,0,1,0,0,neutral,23.0,13.0,1,0,0,0,3,3,0,1,8,2,54.7,33.46,43.39,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,3.07
TX_0001114,182.16,BE,NL,1,mobile,app_webview,marketplace,mc,0,0,0,0,0,0,0,neutral,40.0,29.0,1,0,0,0,4,0,1,1,6,8,53.67,42.82,36.91,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.56
TX_0001115,120.37,IT,FR,1,desktop,chrome,retail,visa,0,0,0,1,0,0,0,neutral,28.0,13.0,1,0,0,1,0,3,0,1,6,3,50.66,46.57,58.68,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-6.08
TX_0001116,101.83,FR,FR,0,desktop,safari,retail,amex,0,1,0,0,0,1,0,strict,19.8,21.0,1,1,0,1,1,3,2,2,2,3,78.08,44.77,26.91,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,16.56
TX_0001117,90.4,DE,DE,0,desktop,safari,saas,visa,0,0,0,0,0,0,0,strict,23.8,21.0,1,0,0,1,1,1,0,2,4,3,51.27,43.72,42.21,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.8
TX_0001118,209.91,FR,US,1,desktop,chrome,subscriptions,mc,0,0,1,1,1,1,0,neutral,36.0,16.0,1,0,1,1,0,4,1,1,10,2,64.39,14.03,72.94,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,6.38
TX_0001119,83.02,NL,US,1,tablet,edge,marketplace,mc,1,0,0,1,0,0,0,friendly,21.2,8.0,0,0,1,2,3,0,1,0,4,1,42.79,26.83,47.13,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.38
TX_0001120,179.19,BE,US,1,mobile,app_webview,retail,visa,1,0,0,1,0,0,0,neutral,35.0,24.0,1,0,0,0,4,3,0,1,4,6,37.86,60.7,61.83,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-16.0
TX_0001121,25.17,IT,US,1,desktop,chrome,subscriptions,mc,0,1,0,0,0,0,0,strict,25.8,21.0,1,1,0,1,0,4,1,2,4,3,58.43,57.09,49.59,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.4
TX_0001122,136.17,ES,US,1,desktop,chrome,retail,amex,0,1,0,0,0,0,0,friendly,22.2,13.0,1,0,0,1,0,3,2,0,4,3,62.68,36.22,38.72,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,5.91
TX_0001123,85.53,UK,FR,1,mobile,app_webview,saas,visa,0,1,0,0,0,1,1,neutral,28.0,26.0,1,0,0,0,4,1,0,1,7,8,62.53,61.02,31.56,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.07
TX_0001124,176.41,NL,US,1,desktop,edge,saas,visa,1,1,0,0,0,1,1,neutral,27.0,11.0,1,1,0,1,3,1,0,1,5,1,84.49,51.02,36.24,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,16.02
TX_0001125,60.37,NL,IT,1,mobile,chrome,marketplace,visa,0,0,1,1,0,1,0,friendly,26.2,18.0,1,0,1,0,0,0,0,0,6,4,50.71,47.07,37.96,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,1.66
TX_0001126,40.58,IT,UK,1,tablet,edge,subscriptions,mc,0,1,0,0,1,0,0,neutral,24.0,13.0,1,0,0,2,3,4,1,1,8,3,62.69,30.46,29.45,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,10.21
TX_0001127,1.5,IT,NL,1,mobile,chrome,saas,visa,0,1,0,0,0,0,0,neutral,24.0,18.0,1,0,0,0,0,1,0,1,4,5,51.54,52.11,36.35,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.6
TX_0001128,152.45,DE,IT,1,mobile,safari,subscriptions,amex,1,1,1,0,0,0,0,friendly,25.2,16.0,0,0,0,0,1,4,2,0,2,2,74.38,34.87,43.28,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.1
TX_0001129,146.0,UK,BE,1,desktop,edge,marketplace,visa,1,0,0,1,0,0,1,friendly,21.2,8.0,1,0,0,1,3,0,0,0,7,1,53.0,31.65,42.63,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.91
TX_0001130,157.84,NL,DE,1,desktop,chrome,saas,visa,1,1,0,0,0,0,0,neutral,27.0,11.0,1,0,0,1,0,1,0,1,2,1,63.16,33.88,42.52,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,5.95
TX_0001131,81.55,IT,BE,1,desktop,chrome,saas,visa,1,0,0,0,0,0,1,neutral,23.0,8.0,1,0,0,1,0,1,0,1,7,1,58.0,33.48,49.29,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.37
TX_0001132,100.27,UK,NL,1,desktop,chrome,retail,mc,0,1,1,0,0,1,0,friendly,22.2,13.0,1,0,1,1,0,3,1,0,4,2,66.3,28.89,45.53,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,8.01
TX_0001133,60.84,NL,BE,1,tablet,firefox,travel,mc,1,0,1,1,0,1,0,neutral,28.0,8.0,1,0,0,2,2,2,1,1,4,0,51.5,13.39,36.85,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,6.96
TX_0001134,133.73,NL,UK,1,mobile,edge,saas,visa,0,1,1,1,0,0,1,neutral,24.0,18.0,0,0,0,0,3,1,0,1,7,4,44.19,46.96,36.33,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-0.92
TX_0001135,1.5,UK,IT,1,desktop,chrome,marketplace,mc,0,1,0,0,0,0,0,strict,25.8,21.0,1,0,0,1,0,0,1,2,4,3,55.9,42.87,53.93,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.85
TX_0001136,50.9,IT,FR,1,mobile,chrome,retail,mc,1,1,0,1,0,1,1,neutral,19.0,13.0,1,0,0,0,0,3,1,1,5,3,64.63,51.09,36.28,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,3.55
TX_0001137,121.13,ES,UK,1,desktop,safari,subscriptions,visa,0,1,0,0,1,1,0,neutral,24.0,13.0,1,1,1,1,1,4,0,1,8,3,79.2,64.15,51.72,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,4.76
TX_0001138,16.08,ES,DE,1,mobile,chrome,retail,mc,1,1,1,1,0,0,1,friendly,17.2,13.0,1,0,1,0,0,3,1,0,5,2,76.99,40.73,43.54,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,13.76
TX_0001139,1.5,NL,NL,0,desktop,chrome,retail,visa,1,0,0,0,1,0,0,neutral,17.0,8.0,1,0,0,1,0,3,0,1,6,1,67.38,23.97,28.49,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,14.13
TX_0001140,258.35,UK,BE,1,mobile,firefox,marketplace,visa,1,0,0,0,0,1,1,neutral,31.0,16.0,0,1,0,0,2,0,0,1,7,3,44.59,59.08,41.38,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-8.48
TX_0001141,208.56,BE,BE,0,tablet,firefox,saas,mc,0,0,0,0,0,0,2,strict,40.8,24.0,1,0,0,2,2,1,1,2,10,3,69.87,19.63,25.07,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,19.52
TX_0001142,188.32,ES,BE,1,desktop,app_webview,saas,mc,1,1,0,0,0,0,0,neutral,31.0,19.0,0,0,0,1,4,1,1,1,2,4,48.84,40.93,43.19,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.39
TX_0001143,226.76,UK,UK,0,mobile,app_webview,travel,visa,0,0,1,1,0,0,0,friendly,37.2,29.0,1,1,1,0,4,2,0,0,4,7,70.91,26.39,64.7,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,6.87
TX_0001144,105.23,NL,ES,1,mobile,chrome,saas,mc,1,1,0,0,0,0,1,neutral,19.0,13.0,1,1,0,0,0,1,1,1,5,3,72.23,44.06,38.92,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,11.7
TX_0001145,155.15,DE,ES,1,tablet,chrome,travel,amex,0,1,0,1,1,0,0,strict,38.8,24.0,1,0,1,2,0,2,2,2,8,3,71.73,30.0,63.13,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,7.65
TX_0001146,51.73,IT,FR,1,tablet,chrome,subscriptions,mc,0,1,0,0,0,0,2,friendly,31.2,13.0,1,0,0,2,0,4,1,0,10,3,66.5,26.68,24.69,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,16.32
TX_0001147,27.49,ES,FR,1,mobile,chrome,subscriptions,mc,1,1,1,0,0,1,0,strict,20.8,21.0,1,0,0,0,0,4,1,2,2,2,73.71,29.09,47.44,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,10.91
TX_0001148,1.5,ES,BE,1,tablet,chrome,marketplace,visa,0,0,1,0,0,0,0,neutral,28.0,13.0,1,0,1,2,0,0,0,1,6,2,52.63,31.59,61.35,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.98
TX_0001149,38.84,BE,UK,1,desktop,edge,marketplace,visa,0,1,0,1,0,0,0,neutral,24.0,13.0,1,0,0,1,3,0,0,1,4,3,50.56,52.45,41.42,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.14
TX_0001150,101.39,ES,IT,1,mobile,safari,marketplace,mc,1,0,0,0,0,0,0,neutral,23.0,13.0,0,1,0,0,1,0,1,1,4,3,52.83,42.48,47.7,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.89
TX_0001151,207.49,ES,ES,0,desktop,safari,retail,visa,1,0,0,0,1,0,0,neutral,25.0,11.0,0,0,0,1,1,3,0,1,6,1,30.79,24.89,34.58,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-3.78
TX_0001152,200.55,NL,NL,0,mobile,app_webview,saas,visa,1,0,0,1,0,0,0,neutral,29.0,24.0,1,0,0,0,4,1,0,1,2,6,63.56,44.77,32.85,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,5.34
TX_0001153,71.09,NL,DE,1,desktop,chrome,subscriptions,visa,1,0,0,1,0,0,0,neutral,23.0,8.0,0,1,0,1,0,4,0,1,4,1,55.02,37.92,49.48,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.12
TX_0001154,137.94,IT,US,1,tablet,firefox,subscriptions,mc,1,1,1,0,0,0,0,neutral,19.0,8.0,1,0,0,2,2,4,1,1,2,0,68.66,3.71,34.28,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,21.11
TX_0001155,208.34,ES,DE,1,mobile,app_webview,marketplace,mc,1,1,0,0,0,0,1,strict,32.8,32.0,1,0,0,0,4,0,1,2,5,6,78.23,19.14,47.3,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,15.46
TX_0001156,89.52,ES,BE,1,mobile,chrome,marketplace,visa,0,1,1,1,1,0,0,strict,25.8,26.0,0,0,0,0,0,0,0,2,8,4,34.17,40.57,53.78,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-10.02
TX_0001157,45.66,IT,BE,1,mobile,app_webview,saas,visa,1,0,0,1,1,0,0,strict,28.8,29.0,1,0,0,0,4,1,0,2,8,6,53.6,40.86,45.31,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,0.34
TX_0001158,88.32,UK,US,1,mobile,safari,marketplace,visa,1,0,0,1,0,0,0,friendly,21.2,13.0,1,0,0,0,1,0,0,0,4,3,48.72,45.55,42.33,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.43
TX_0001159,79.05,BE,IT,1,desktop,chrome,retail,mc,1,1,0,0,0,0,1,strict,20.8,16.0,1,0,0,1,0,3,1,2,5,1,70.16,30.63,37.92,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,14.33
TX_0001160,192.31,DE,DE,0,mobile,chrome,retail,visa,0,1,1,0,0,0,1,neutral,26.0,21.0,1,0,0,0,0,3,0,1,5,4,62.9,40.85,29.73,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,10.35
TX_0001161,46.67,NL,DE,1,desktop,chrome,retail,mc,0,1,0,1,0,0,0,friendly,22.2,13.0,1,0,0,1,0,3,1,0,4,3,53.68,34.02,41.8,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,1.79
TX_0001162,124.49,NL,BE,1,mobile,chrome,travel,mc,1,1,0,0,0,0,1,friendly,22.2,13.0,1,0,0,0,0,2,1,0,5,3,71.93,43.45,37.62,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,11.98
TX_0001163,75.86,IT,US,1,desktop,chrome,subscriptions,mc,0,0,1,0,0,0,2,neutral,37.0,13.0,1,0,1,1,0,4,1,1,12,2,59.57,38.54,54.94,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,0.68
TX_0001164,127.69,IT,BE,1,desktop,chrome,retail,visa,0,0,0,0,0,1,0,neutral,28.0,13.0,1,0,0,1,0,3,0,1,6,3,58.61,51.84,49.98,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.08
TX_0001165,128.05,IT,ES,1,mobile,app_webview,saas,visa,1,1,0,1,0,0,1,friendly,21.2,21.0,0,0,0,0,4,1,0,0,5,6,45.31,35.03,46.13,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.09
TX_0001166,111.1,DE,UK,1,mobile,chrome,retail,mc,1,1,0,1,0,1,0,strict,20.8,21.0,1,0,0,0,0,3,1,2,2,3,59.45,56.79,41.03,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.15
TX_0001167,120.2,DE,BE,1,mobile,edge,retail,mc,1,0,0,1,0,1,0,friendly,21.2,13.0,0,0,1,0,3,3,1,0,4,3,49.24,46.01,53.59,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-5.56
TX_0001168,47.44,ES,BE,1,mobile,app_webview,retail,mc,1,1,0,1,1,0,0,neutral,23.0,21.0,0,0,0,0,4,3,1,1,6,6,36.1,42.62,45.47,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-8.0
TX_0001169,202.67,FR,IT,1,mobile,chrome,subscriptions,mc,1,0,0,1,0,0,1,friendly,29.2,16.0,1,0,1,0,0,4,1,0,7,3,59.34,44.7,66.76,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-3.32
TX_0001170,86.72,UK,IT,1,mobile,safari,marketplace,visa,0,0,1,0,0,0,1,friendly,26.2,18.0,0,0,0,0,1,0,0,0,9,4,45.5,49.78,41.57,PASSKEY,"High friction risk, passkey available to reduce abandonment",18,-2.08
TX_0001171,173.03,FR,FR,0,mobile,chrome,subscriptions,visa,0,1,0,0,0,0,1,friendly,24.2,21.0,0,0,0,0,0,4,0,0,5,5,40.44,34.84,30.75,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-2.16
TX_0001172,83.36,NL,NL,0,mobile,firefox,saas,mc,0,0,0,0,0,1,1,strict,23.8,26.0,0,1,0,0,2,1,1,2,7,5,51.45,50.99,30.99,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-1.29
TX_0001173,96.11,IT,IT,0,desktop,chrome,retail,amex,0,1,0,1,0,0,0,friendly,16.2,13.0,1,0,0,1,0,3,2,0,2,3,68.64,34.72,39.88,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,12.23
TX_0001174,25.26,NL,BE,1,desktop,chrome,marketplace,visa,1,0,1,0,0,0,0,strict,24.8,16.0,1,0,0,1,0,0,0,2,4,0,61.76,17.64,47.37,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,8.41
TX_0001175,165.86,BE,UK,1,desktop,edge,subscriptions,mc,1,1,0,0,0,0,0,strict,28.8,19.0,1,0,1,1,3,4,1,2,2,1,65.09,24.4,61.68,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,5.35
TX_0001176,80.35,IT,UK,1,mobile,safari,marketplace,visa,1,1,0,1,0,0,0,neutral,19.0,13.0,1,0,0,0,1,0,0,1,2,3,55.25,51.01,35.84,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.56
TX_0001177,96.15,FR,UK,1,desktop,edge,travel,mc,1,1,0,0,0,0,0,neutral,24.0,8.0,0,0,0,1,3,2,1,1,2,1,60.01,26.03,39.02,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,7.19
TX_0001178,138.61,UK,BE,1,tablet,firefox,travel,mc,1,1,1,1,0,0,1,neutral,24.0,8.0,1,0,0,2,2,2,1,1,5,0,66.69,5.05,38.09,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,19.13
TX_0001179,1.5,FR,US,1,mobile,edge,subscriptions,mc,1,1,0,1,0,0,1,friendly,17.2,13.0,1,0,0,0,3,4,1,0,5,3,65.95,36.56,27.87,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,12.96
TX_0001180,132.75,UK,FR,1,desktop,chrome,subscriptions,visa,1,0,0,0,0,1,0,friendly,21.2,8.0,1,0,0,1,0,4,0,0,4,1,65.78,21.11,47.92,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,9.24
TX_0001181,80.97,ES,ES,0,tablet,safari,saas,visa,1,1,0,0,0,0,0,friendly,11.2,8.0,1,0,0,2,1,1,0,0,0,1,71.11,22.98,19.42,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,20.37
TX_0001182,168.7,BE,ES,1,desktop,safari,retail,amex,1,1,0,0,0,0,0,neutral,27.0,11.0,1,0,0,1,1,3,2,1,2,1,72.01,25.04,43.41,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,15.46
TX_0001183,1.5,ES,IT,1,tablet,edge,marketplace,mc,0,0,0,0,1,0,1,friendly,26.2,13.0,1,0,1,2,3,0,1,0,13,3,72.02,15.4,42.16,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,15.63
TX_0001184,85.44,DE,NL,1,mobile,chrome,marketplace,mc,1,1,0,1,1,0,0,neutral,19.0,13.0,0,0,0,0,0,0,1,1,6,3,49.49,51.61,40.9,SOFT_DECLINE_RETRY_WITH_AUTH,Retrying after previous soft decline with stronger auth,45,-3.31
TX_0001185,37.27,IT,ES,1,desktop,safari,retail,amex,1,0,0,0,0,0,0,strict,24.8,16.0,1,0,0,1,1,3,2,2,4,1,58.84,29.77,53.47,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,2.84
TX_0001186,76.71,ES,DE,1,mobile,safari,subscriptions,mc,1,1,0,0,0,0,0,friendly,17.2,13.0,0,0,0,0,1,4,1,0,2,3,56.12,44.17,43.67,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-0.02
TX_0001187,141.17,IT,IT,0,mobile,app_webview,saas,mc,1,1,1,0,0,0,0,neutral,17.0,21.0,1,1,0,0,4,1,1,1,0,5,76.44,24.66,27.46,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,20.74
TX_0001188,95.03,ES,IT,1,mobile,chrome,saas,amex,0,1,0,0,0,1,0,friendly,22.2,18.0,1,0,0,0,0,1,2,0,4,5,68.57,50.63,34.99,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,9.2
TX_0001189,117.76,UK,UK,0,tablet,app_webview,saas,visa,0,1,0,1,0,0,1,neutral,22.0,21.0,1,0,0,2,4,1,0,1,5,6,71.91,38.37,25.9,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,15.59
TX_0001190,75.57,UK,UK,0,mobile,chrome,subscriptions,visa,0,1,0,1,0,0,0,neutral,18.0,18.0,1,0,0,0,0,4,0,1,2,5,60.32,44.96,29.69,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,4.47
TX_0001191,139.39,DE,US,1,tablet,safari,retail,mc,0,0,1,0,0,0,0,neutral,28.0,13.0,1,0,1,2,1,3,1,1,6,2,46.32,30.2,61.55,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,-4.52
TX_0001192,24.29,UK,UK,0,tablet,chrome,saas,visa,1,1,0,0,0,0,1,neutral,13.0,8.0,1,0,0,2,0,1,0,1,3,1,83.88,15.48,15.14,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,28.85
TX_0001193,93.86,DE,BE,1,desktop,safari,retail,visa,1,0,1,1,0,0,0,friendly,21.2,8.0,1,0,0,1,1,3,0,0,4,0,52.98,6.1,46.97,3DS_CHALLENGE,Higher risk or issuer sensitivity requires stronger authentication,55,7.42
TX_0001194,1.5,ES,FR,1,desktop,safari,saas,mc,1,1,1,1,0,0,1,strict,20.8,16.0,1,0,1,1,1,1,1,2,5,0,78.44,7.3,32.93,3DS_FRICTIONLESS,Moderate risk with acceptable approval probability,20,24.89
